Season,ATeamID,BTeamID
2019,1261,1308
2019,1261,1318
2019,1261,1438
2019,1261,1397
2019,1261,1345
2019,1261,1458
2019,1261,1437
2019,1261,1279
2019,1261,1328
2019,1261,1388
2019,1261,1332
2019,1261,1414
2019,1261,1330
2019,1439,1463
2019,1439,1459
2019,1439,1449
2019,1439,1458
2019,1280,1439
2019,1280,1433
2019,1280,1416
2019,1280,1396
2019,1280,1387
2019,1280,1463
2019,1280,1295
2019,1280,1300
2019,1280,1403
2019,1280,1305
2019,1280,1393
2019,1280,1385
2019,1280,1293
2019,1280,1436
2019,1280,1297
2019,1280,1285
2019,1280,1341
2019,1280,1314
2019,1280,1459
2019,1280,1429
2019,1280,1449
2019,1280,1371
2019,1280,1326
2019,1280,1308
2019,1280,1318
2019,1280,1438
2019,1280,1397
2019,1280,1345
2019,1280,1458
2019,1280,1437
2019,1280,1328
2019,1280,1388
2019,1280,1332
2019,1280,1414
2019,1280,1330
2019,1268,1277
2019,1268,1439
2019,1268,1280
2019,1268,1433
2019,1268,1416
2019,1268,1278
2019,1268,1396
2019,1268,1387
2019,1268,1463
2019,1268,1295
2019,1268,1300
2019,1268,1276
2019,1268,1403
2019,1268,1305
2019,1268,1393
2019,1268,1385
2019,1268,1293
2019,1268,1436
2019,1268,1297
2019,1268,1285
2019,1268,1341
2019,1268,1314
2019,1268,1459
2019,1268,1429
2019,1268,1449
2019,1268,1371
2019,1268,1326
2019,1268,1308
2019,1268,1318
2019,1268,1438
2019,1268,1397
2019,1268,1345
2019,1268,1458
2019,1268,1437
2019,1268,1279
2019,1268,1328
2019,1268,1388
2019,1268,1332
2019,1268,1414
2019,1268,1330
2019,1257,1277
2019,1257,1261
2019,1257,1439
2019,1257,1280
2019,1257,1268
2019,1257,1433
2019,1257,1416
2019,1257,1278
2019,1257,1396
2019,1257,1387
2019,1257,1463
2019,1257,1295
2019,1257,1300
2019,1257,1276
2019,1257,1403
2019,1257,1266
2019,1257,1305
2019,1257,1393
2019,1257,1385
2019,1257,1293
2019,1257,1436
2019,1257,1297
2019,1257,1285
2019,1257,1341
2019,1257,1314
2019,1257,1459
2019,1257,1429
2019,1257,1449
2019,1257,1371
2019,1257,1326
2019,1257,1308
2019,1257,1318
2019,1257,1438
2019,1257,1397
2019,1257,1345
2019,1257,1458
2019,1257,1437
2019,1257,1279
2019,1257,1328
2019,1257,1388
2019,1257,1332
2019,1257,1414
2019,1257,1330
2019,1433,1439
2019,1433,1463
2019,1433,1436
2019,1433,1459
2019,1433,1449
2019,1433,1438
2019,1433,1458
2019,1433,1437
2019,1416,1439
2019,1416,1433
2019,1416,1463
2019,1416,1436
2019,1416,1459
2019,1416,1429
2019,1416,1449
2019,1416,1438
2019,1416,1458
2019,1416,1437
2019,1278,1439
2019,1278,1280
2019,1278,1433
2019,1278,1416
2019,1278,1396
2019,1278,1387
2019,1278,1463
2019,1278,1295
2019,1278,1300
2019,1278,1403
2019,1278,1305
2019,1278,1393
2019,1278,1385
2019,1278,1293
2019,1278,1436
2019,1278,1297
2019,1278,1285
2019,1278,1341
2019,1278,1314
2019,1278,1459
2019,1278,1429
2019,1278,1449
2019,1278,1371
2019,1278,1326
2019,1278,1308
2019,1278,1318
2019,1278,1438
2019,1278,1397
2019,1278,1345
2019,1278,1458
2019,1278,1437
2019,1278,1279
2019,1278,1328
2019,1278,1388
2019,1278,1332
2019,1278,1414
2019,1278,1330
2019,1125,1181
2019,1125,1277
2019,1125,1261
2019,1125,1439
2019,1125,1280
2019,1125,1268
2019,1125,1257
2019,1125,1433
2019,1125,1416
2019,1125,1278
2019,1125,1396
2019,1125,1251
2019,1125,1387
2019,1125,1463
2019,1125,1133
2019,1125,1295
2019,1125,1300
2019,1125,1211
2019,1125,1276
2019,1125,1403
2019,1125,1199
2019,1125,1266
2019,1125,1138
2019,1125,1305
2019,1125,1393
2019,1125,1196
2019,1125,1385
2019,1125,1293
2019,1125,1436
2019,1125,1297
2019,1125,1285
2019,1125,1192
2019,1125,1341
2019,1125,1314
2019,1125,1246
2019,1125,1222
2019,1125,1242
2019,1125,1235
2019,1125,1459
2019,1125,1429
2019,1125,1449
2019,1125,1371
2019,1125,1326
2019,1125,1308
2019,1125,1318
2019,1125,1209
2019,1125,1233
2019,1125,1438
2019,1125,1397
2019,1125,1345
2019,1125,1243
2019,1125,1458
2019,1125,1437
2019,1125,1153
2019,1125,1279
2019,1125,1328
2019,1125,1234
2019,1125,1388
2019,1125,1332
2019,1125,1414
2019,1125,1330
2019,1125,1159
2019,1125,1205
2019,1396,1439
2019,1396,1433
2019,1396,1416
2019,1396,1463
2019,1396,1403
2019,1396,1436
2019,1396,1459
2019,1396,1429
2019,1396,1449
2019,1396,1438
2019,1396,1397
2019,1396,1458
2019,1396,1437
2019,1396,1414
2019,1251,1277
2019,1251,1261
2019,1251,1439
2019,1251,1280
2019,1251,1268
2019,1251,1257
2019,1251,1433
2019,1251,1416
2019,1251,1278
2019,1251,1396
2019,1251,1387
2019,1251,1463
2019,1251,1295
2019,1251,1300
2019,1251,1276
2019,1251,1403
2019,1251,1266
2019,1251,1305
2019,1251,1393
2019,1251,1385
2019,1251,1293
2019,1251,1436
2019,1251,1297
2019,1251,1285
2019,1251,1341
2019,1251,1314
2019,1251,1459
2019,1251,1429
2019,1251,1449
2019,1251,1371
2019,1251,1326
2019,1251,1308
2019,1251,1318
2019,1251,1438
2019,1251,1397
2019,1251,1345
2019,1251,1458
2019,1251,1437
2019,1251,1279
2019,1251,1328
2019,1251,1388
2019,1251,1332
2019,1251,1414
2019,1251,1330
2019,1387,1439
2019,1387,1433
2019,1387,1416
2019,1387,1396
2019,1387,1463
2019,1387,1403
2019,1387,1393
2019,1387,1436
2019,1387,1459
2019,1387,1429
2019,1387,1449
2019,1387,1438
2019,1387,1397
2019,1387,1458
2019,1387,1437
2019,1387,1388
2019,1387,1414
2019,1133,1181
2019,1133,1277
2019,1133,1261
2019,1133,1439
2019,1133,1280
2019,1133,1268
2019,1133,1257
2019,1133,1433
2019,1133,1416
2019,1133,1278
2019,1133,1396
2019,1133,1251
2019,1133,1387
2019,1133,1463
2019,1133,1295
2019,1133,1300
2019,1133,1211
2019,1133,1276
2019,1133,1403
2019,1133,1199
2019,1133,1266
2019,1133,1138
2019,1133,1305
2019,1133,1393
2019,1133,1196
2019,1133,1385
2019,1133,1293
2019,1133,1436
2019,1133,1297
2019,1133,1285
2019,1133,1192
2019,1133,1341
2019,1133,1314
2019,1133,1246
2019,1133,1222
2019,1133,1242
2019,1133,1235
2019,1133,1459
2019,1133,1429
2019,1133,1449
2019,1133,1371
2019,1133,1326
2019,1133,1308
2019,1133,1318
2019,1133,1209
2019,1133,1233
2019,1133,1438
2019,1133,1397
2019,1133,1345
2019,1133,1243
2019,1133,1458
2019,1133,1437
2019,1133,1153
2019,1133,1279
2019,1133,1328
2019,1133,1234
2019,1133,1388
2019,1133,1332
2019,1133,1414
2019,1133,1330
2019,1133,1159
2019,1133,1205
2019,1295,1439
2019,1295,1433
2019,1295,1416
2019,1295,1396
2019,1295,1387
2019,1295,1463
2019,1295,1300
2019,1295,1403
2019,1295,1305
2019,1295,1393
2019,1295,1385
2019,1295,1436
2019,1295,1297
2019,1295,1341
2019,1295,1314
2019,1295,1459
2019,1295,1429
2019,1295,1449
2019,1295,1371
2019,1295,1326
2019,1295,1308
2019,1295,1318
2019,1295,1438
2019,1295,1397
2019,1295,1345
2019,1295,1458
2019,1295,1437
2019,1295,1328
2019,1295,1388
2019,1295,1332
2019,1295,1414
2019,1295,1330
2019,1300,1439
2019,1300,1433
2019,1300,1416
2019,1300,1396
2019,1300,1387
2019,1300,1463
2019,1300,1403
2019,1300,1305
2019,1300,1393
2019,1300,1385
2019,1300,1436
2019,1300,1341
2019,1300,1314
2019,1300,1459
2019,1300,1429
2019,1300,1449
2019,1300,1371
2019,1300,1326
2019,1300,1308
2019,1300,1318
2019,1300,1438
2019,1300,1397
2019,1300,1345
2019,1300,1458
2019,1300,1437
2019,1300,1328
2019,1300,1388
2019,1300,1332
2019,1300,1414
2019,1300,1330
2019,1211,1277
2019,1211,1261
2019,1211,1439
2019,1211,1280
2019,1211,1268
2019,1211,1257
2019,1211,1433
2019,1211,1416
2019,1211,1278
2019,1211,1396
2019,1211,1251
2019,1211,1387
2019,1211,1463
2019,1211,1295
2019,1211,1300
2019,1211,1276
2019,1211,1403
2019,1211,1266
2019,1211,1305
2019,1211,1393
2019,1211,1385
2019,1211,1293
2019,1211,1436
2019,1211,1297
2019,1211,1285
2019,1211,1341
2019,1211,1314
2019,1211,1246
2019,1211,1222
2019,1211,1242
2019,1211,1235
2019,1211,1459
2019,1211,1429
2019,1211,1449
2019,1211,1371
2019,1211,1326
2019,1211,1308
2019,1211,1318
2019,1211,1233
2019,1211,1438
2019,1211,1397
2019,1211,1345
2019,1211,1243
2019,1211,1458
2019,1211,1437
2019,1211,1279
2019,1211,1328
2019,1211,1234
2019,1211,1388
2019,1211,1332
2019,1211,1414
2019,1211,1330
2019,1276,1277
2019,1276,1439
2019,1276,1280
2019,1276,1433
2019,1276,1416
2019,1276,1278
2019,1276,1396
2019,1276,1387
2019,1276,1463
2019,1276,1295
2019,1276,1300
2019,1276,1403
2019,1276,1305
2019,1276,1393
2019,1276,1385
2019,1276,1293
2019,1276,1436
2019,1276,1297
2019,1276,1285
2019,1276,1341
2019,1276,1314
2019,1276,1459
2019,1276,1429
2019,1276,1449
2019,1276,1371
2019,1276,1326
2019,1276,1308
2019,1276,1318
2019,1276,1438
2019,1276,1397
2019,1276,1345
2019,1276,1458
2019,1276,1437
2019,1276,1279
2019,1276,1328
2019,1276,1388
2019,1276,1332
2019,1276,1414
2019,1276,1330
2019,1403,1439
2019,1403,1433
2019,1403,1416
2019,1403,1463
2019,1403,1436
2019,1403,1459
2019,1403,1429
2019,1403,1449
2019,1403,1438
2019,1403,1458
2019,1403,1437
2019,1403,1414
2019,1199,1277
2019,1199,1261
2019,1199,1439
2019,1199,1280
2019,1199,1268
2019,1199,1257
2019,1199,1433
2019,1199,1416
2019,1199,1278
2019,1199,1396
2019,1199,1251
2019,1199,1387
2019,1199,1463
2019,1199,1295
2019,1199,1300
2019,1199,1211
2019,1199,1276
2019,1199,1403
2019,1199,1266
2019,1199,1305
2019,1199,1393
2019,1199,1385
2019,1199,1293
2019,1199,1436
2019,1199,1297
2019,1199,1285
2019,1199,1341
2019,1199,1314
2019,1199,1246
2019,1199,1222
2019,1199,1242
2019,1199,1235
2019,1199,1459
2019,1199,1429
2019,1199,1449
2019,1199,1371
2019,1199,1326
2019,1199,1308
2019,1199,1318
2019,1199,1209
2019,1199,1233
2019,1199,1438
2019,1199,1397
2019,1199,1345
2019,1199,1243
2019,1199,1458
2019,1199,1437
2019,1199,1279
2019,1199,1328
2019,1199,1234
2019,1199,1388
2019,1199,1332
2019,1199,1414
2019,1199,1330
2019,1199,1205
2019,1266,1277
2019,1266,1439
2019,1266,1280
2019,1266,1268
2019,1266,1433
2019,1266,1416
2019,1266,1278
2019,1266,1396
2019,1266,1387
2019,1266,1463
2019,1266,1295
2019,1266,1300
2019,1266,1276
2019,1266,1403
2019,1266,1305
2019,1266,1393
2019,1266,1385
2019,1266,1293
2019,1266,1436
2019,1266,1297
2019,1266,1285
2019,1266,1341
2019,1266,1314
2019,1266,1459
2019,1266,1429
2019,1266,1449
2019,1266,1371
2019,1266,1326
2019,1266,1308
2019,1266,1318
2019,1266,1438
2019,1266,1397
2019,1266,1345
2019,1266,1458
2019,1266,1437
2019,1266,1279
2019,1266,1328
2019,1266,1388
2019,1266,1332
2019,1266,1414
2019,1266,1330
2019,1138,1181
2019,1138,1277
2019,1138,1261
2019,1138,1439
2019,1138,1280
2019,1138,1268
2019,1138,1257
2019,1138,1433
2019,1138,1416
2019,1138,1278
2019,1138,1396
2019,1138,1251
2019,1138,1387
2019,1138,1463
2019,1138,1295
2019,1138,1300
2019,1138,1211
2019,1138,1276
2019,1138,1403
2019,1138,1199
2019,1138,1266
2019,1138,1305
2019,1138,1393
2019,1138,1196
2019,1138,1385
2019,1138,1293
2019,1138,1436
2019,1138,1297
2019,1138,1285
2019,1138,1192
2019,1138,1341
2019,1138,1314
2019,1138,1246
2019,1138,1222
2019,1138,1242
2019,1138,1235
2019,1138,1459
2019,1138,1429
2019,1138,1449
2019,1138,1371
2019,1138,1326
2019,1138,1308
2019,1138,1318
2019,1138,1209
2019,1138,1233
2019,1138,1438
2019,1138,1397
2019,1138,1345
2019,1138,1243
2019,1138,1458
2019,1138,1437
2019,1138,1153
2019,1138,1279
2019,1138,1328
2019,1138,1234
2019,1138,1388
2019,1138,1332
2019,1138,1414
2019,1138,1330
2019,1138,1159
2019,1138,1205
2019,1305,1439
2019,1305,1433
2019,1305,1416
2019,1305,1396
2019,1305,1387
2019,1305,1463
2019,1305,1403
2019,1305,1393
2019,1305,1385
2019,1305,1436
2019,1305,1341
2019,1305,1314
2019,1305,1459
2019,1305,1429
2019,1305,1449
2019,1305,1371
2019,1305,1326
2019,1305,1308
2019,1305,1318
2019,1305,1438
2019,1305,1397
2019,1305,1345
2019,1305,1458
2019,1305,1437
2019,1305,1328
2019,1305,1388
2019,1305,1332
2019,1305,1414
2019,1305,1330
2019,1393,1439
2019,1393,1433
2019,1393,1416
2019,1393,1396
2019,1393,1463
2019,1393,1403
2019,1393,1436
2019,1393,1459
2019,1393,1429
2019,1393,1449
2019,1393,1438
2019,1393,1397
2019,1393,1458
2019,1393,1437
2019,1393,1414
2019,1124,1181
2019,1124,1277
2019,1124,1261
2019,1124,1439
2019,1124,1280
2019,1124,1268
2019,1124,1257
2019,1124,1433
2019,1124,1416
2019,1124,1278
2019,1124,1125
2019,1124,1396
2019,1124,1251
2019,1124,1387
2019,1124,1463
2019,1124,1133
2019,1124,1295
2019,1124,1300
2019,1124,1211
2019,1124,1276
2019,1124,1403
2019,1124,1199
2019,1124,1266
2019,1124,1138
2019,1124,1305
2019,1124,1393
2019,1124,1196
2019,1124,1385
2019,1124,1293
2019,1124,1436
2019,1124,1297
2019,1124,1285
2019,1124,1192
2019,1124,1341
2019,1124,1314
2019,1124,1246
2019,1124,1222
2019,1124,1242
2019,1124,1235
2019,1124,1459
2019,1124,1429
2019,1124,1449
2019,1124,1371
2019,1124,1326
2019,1124,1308
2019,1124,1318
2019,1124,1209
2019,1124,1233
2019,1124,1438
2019,1124,1397
2019,1124,1345
2019,1124,1243
2019,1124,1458
2019,1124,1437
2019,1124,1153
2019,1124,1279
2019,1124,1328
2019,1124,1234
2019,1124,1388
2019,1124,1332
2019,1124,1414
2019,1124,1330
2019,1124,1159
2019,1124,1205
2019,1196,1277
2019,1196,1261
2019,1196,1439
2019,1196,1280
2019,1196,1268
2019,1196,1257
2019,1196,1433
2019,1196,1416
2019,1196,1278
2019,1196,1396
2019,1196,1251
2019,1196,1387
2019,1196,1463
2019,1196,1295
2019,1196,1300
2019,1196,1211
2019,1196,1276
2019,1196,1403
2019,1196,1199
2019,1196,1266
2019,1196,1305
2019,1196,1393
2019,1196,1385
2019,1196,1293
2019,1196,1436
2019,1196,1297
2019,1196,1285
2019,1196,1341
2019,1196,1314
2019,1196,1246
2019,1196,1222
2019,1196,1242
2019,1196,1235
2019,1196,1459
2019,1196,1429
2019,1196,1449
2019,1196,1371
2019,1196,1326
2019,1196,1308
2019,1196,1318
2019,1196,1209
2019,1196,1233
2019,1196,1438
2019,1196,1397
2019,1196,1345
2019,1196,1243
2019,1196,1458
2019,1196,1437
2019,1196,1279
2019,1196,1328
2019,1196,1234
2019,1196,1388
2019,1196,1332
2019,1196,1414
2019,1196,1330
2019,1196,1205
2019,1113,1181
2019,1113,1277
2019,1113,1261
2019,1113,1439
2019,1113,1280
2019,1113,1268
2019,1113,1257
2019,1113,1433
2019,1113,1416
2019,1113,1278
2019,1113,1125
2019,1113,1396
2019,1113,1251
2019,1113,1387
2019,1113,1463
2019,1113,1133
2019,1113,1295
2019,1113,1300
2019,1113,1211
2019,1113,1276
2019,1113,1403
2019,1113,1199
2019,1113,1266
2019,1113,1138
2019,1113,1305
2019,1113,1393
2019,1113,1124
2019,1113,1196
2019,1113,1385
2019,1113,1293
2019,1113,1436
2019,1113,1297
2019,1113,1285
2019,1113,1192
2019,1113,1341
2019,1113,1314
2019,1113,1246
2019,1113,1222
2019,1113,1242
2019,1113,1120
2019,1113,1235
2019,1113,1459
2019,1113,1429
2019,1113,1449
2019,1113,1371
2019,1113,1326
2019,1113,1308
2019,1113,1318
2019,1113,1209
2019,1113,1233
2019,1113,1438
2019,1113,1397
2019,1113,1345
2019,1113,1243
2019,1113,1458
2019,1113,1437
2019,1113,1153
2019,1113,1279
2019,1113,1328
2019,1113,1234
2019,1113,1388
2019,1113,1332
2019,1113,1414
2019,1113,1330
2019,1113,1159
2019,1113,1205
2019,1385,1439
2019,1385,1433
2019,1385,1416
2019,1385,1396
2019,1385,1387
2019,1385,1463
2019,1385,1403
2019,1385,1393
2019,1385,1436
2019,1385,1459
2019,1385,1429
2019,1385,1449
2019,1385,1438
2019,1385,1397
2019,1385,1458
2019,1385,1437
2019,1385,1388
2019,1385,1414
2019,1293,1439
2019,1293,1433
2019,1293,1416
2019,1293,1396
2019,1293,1387
2019,1293,1463
2019,1293,1295
2019,1293,1300
2019,1293,1403
2019,1293,1305
2019,1293,1393
2019,1293,1385
2019,1293,1436
2019,1293,1297
2019,1293,1341
2019,1293,1314
2019,1293,1459
2019,1293,1429
2019,1293,1449
2019,1293,1371
2019,1293,1326
2019,1293,1308
2019,1293,1318
2019,1293,1438
2019,1293,1397
2019,1293,1345
2019,1293,1458
2019,1293,1437
2019,1293,1328
2019,1293,1388
2019,1293,1332
2019,1293,1414
2019,1293,1330
2019,1436,1439
2019,1436,1463
2019,1436,1459
2019,1436,1449
2019,1436,1438
2019,1436,1458
2019,1436,1437
2019,1297,1439
2019,1297,1433
2019,1297,1416
2019,1297,1396
2019,1297,1387
2019,1297,1463
2019,1297,1300
2019,1297,1403
2019,1297,1305
2019,1297,1393
2019,1297,1385
2019,1297,1436
2019,1297,1341
2019,1297,1314
2019,1297,1459
2019,1297,1429
2019,1297,1449
2019,1297,1371
2019,1297,1326
2019,1297,1308
2019,1297,1318
2019,1297,1438
2019,1297,1397
2019,1297,1345
2019,1297,1458
2019,1297,1437
2019,1297,1328
2019,1297,1388
2019,1297,1332
2019,1297,1414
2019,1297,1330
2019,1285,1439
2019,1285,1433
2019,1285,1416
2019,1285,1396
2019,1285,1387
2019,1285,1463
2019,1285,1295
2019,1285,1300
2019,1285,1403
2019,1285,1305
2019,1285,1393
2019,1285,1385
2019,1285,1293
2019,1285,1436
2019,1285,1297
2019,1285,1341
2019,1285,1314
2019,1285,1459
2019,1285,1429
2019,1285,1449
2019,1285,1371
2019,1285,1326
2019,1285,1308
2019,1285,1318
2019,1285,1438
2019,1285,1397
2019,1285,1345
2019,1285,1458
2019,1285,1437
2019,1285,1328
2019,1285,1388
2019,1285,1332
2019,1285,1414
2019,1285,1330
2019,1192,1277
2019,1192,1261
2019,1192,1439
2019,1192,1280
2019,1192,1268
2019,1192,1257
2019,1192,1433
2019,1192,1416
2019,1192,1278
2019,1192,1396
2019,1192,1251
2019,1192,1387
2019,1192,1463
2019,1192,1295
2019,1192,1300
2019,1192,1211
2019,1192,1276
2019,1192,1403
2019,1192,1199
2019,1192,1266
2019,1192,1305
2019,1192,1393
2019,1192,1196
2019,1192,1385
2019,1192,1293
2019,1192,1436
2019,1192,1297
2019,1192,1285
2019,1192,1341
2019,1192,1314
2019,1192,1246
2019,1192,1222
2019,1192,1242
2019,1192,1235
2019,1192,1459
2019,1192,1429
2019,1192,1449
2019,1192,1371
2019,1192,1326
2019,1192,1308
2019,1192,1318
2019,1192,1209
2019,1192,1233
2019,1192,1438
2019,1192,1397
2019,1192,1345
2019,1192,1243
2019,1192,1458
2019,1192,1437
2019,1192,1279
2019,1192,1328
2019,1192,1234
2019,1192,1388
2019,1192,1332
2019,1192,1414
2019,1192,1330
2019,1192,1205
2019,1341,1439
2019,1341,1433
2019,1341,1416
2019,1341,1396
2019,1341,1387
2019,1341,1463
2019,1341,1403
2019,1341,1393
2019,1341,1385
2019,1341,1436
2019,1341,1459
2019,1341,1429
2019,1341,1449
2019,1341,1371
2019,1341,1438
2019,1341,1397
2019,1341,1345
2019,1341,1458
2019,1341,1437
2019,1341,1388
2019,1341,1414
2019,1314,1439
2019,1314,1433
2019,1314,1416
2019,1314,1396
2019,1314,1387
2019,1314,1463
2019,1314,1403
2019,1314,1393
2019,1314,1385
2019,1314,1436
2019,1314,1341
2019,1314,1459
2019,1314,1429
2019,1314,1449
2019,1314,1371
2019,1314,1326
2019,1314,1318
2019,1314,1438
2019,1314,1397
2019,1314,1345
2019,1314,1458
2019,1314,1437
2019,1314,1328
2019,1314,1388
2019,1314,1332
2019,1314,1414
2019,1314,1330
2019,1246,1277
2019,1246,1261
2019,1246,1439
2019,1246,1280
2019,1246,1268
2019,1246,1257
2019,1246,1433
2019,1246,1416
2019,1246,1278
2019,1246,1396
2019,1246,1251
2019,1246,1387
2019,1246,1463
2019,1246,1295
2019,1246,1300
2019,1246,1276
2019,1246,1403
2019,1246,1266
2019,1246,1305
2019,1246,1393
2019,1246,1385
2019,1246,1293
2019,1246,1436
2019,1246,1297
2019,1246,1285
2019,1246,1341
2019,1246,1314
2019,1246,1459
2019,1246,1429
2019,1246,1449
2019,1246,1371
2019,1246,1326
2019,1246,1308
2019,1246,1318
2019,1246,1438
2019,1246,1397
2019,1246,1345
2019,1246,1458
2019,1246,1437
2019,1246,1279
2019,1246,1328
2019,1246,1388
2019,1246,1332
2019,1246,1414
2019,1246,1330
2019,1222,1277
2019,1222,1261
2019,1222,1439
2019,1222,1280
2019,1222,1268
2019,1222,1257
2019,1222,1433
2019,1222,1416
2019,1222,1278
2019,1222,1396
2019,1222,1251
2019,1222,1387
2019,1222,1463
2019,1222,1295
2019,1222,1300
2019,1222,1276
2019,1222,1403
2019,1222,1266
2019,1222,1305
2019,1222,1393
2019,1222,1385
2019,1222,1293
2019,1222,1436
2019,1222,1297
2019,1222,1285
2019,1222,1341
2019,1222,1314
2019,1222,1246
2019,1222,1242
2019,1222,1235
2019,1222,1459
2019,1222,1429
2019,1222,1449
2019,1222,1371
2019,1222,1326
2019,1222,1308
2019,1222,1318
2019,1222,1233
2019,1222,1438
2019,1222,1397
2019,1222,1345
2019,1222,1243
2019,1222,1458
2019,1222,1437
2019,1222,1279
2019,1222,1328
2019,1222,1234
2019,1222,1388
2019,1222,1332
2019,1222,1414
2019,1222,1330
2019,1242,1277
2019,1242,1261
2019,1242,1439
2019,1242,1280
2019,1242,1268
2019,1242,1257
2019,1242,1433
2019,1242,1416
2019,1242,1278
2019,1242,1396
2019,1242,1251
2019,1242,1387
2019,1242,1463
2019,1242,1295
2019,1242,1300
2019,1242,1276
2019,1242,1403
2019,1242,1266
2019,1242,1305
2019,1242,1393
2019,1242,1385
2019,1242,1293
2019,1242,1436
2019,1242,1297
2019,1242,1285
2019,1242,1341
2019,1242,1314
2019,1242,1246
2019,1242,1459
2019,1242,1429
2019,1242,1449
2019,1242,1371
2019,1242,1326
2019,1242,1308
2019,1242,1318
2019,1242,1438
2019,1242,1397
2019,1242,1345
2019,1242,1243
2019,1242,1458
2019,1242,1437
2019,1242,1279
2019,1242,1328
2019,1242,1388
2019,1242,1332
2019,1242,1414
2019,1242,1330
2019,1120,1181
2019,1120,1277
2019,1120,1261
2019,1120,1439
2019,1120,1280
2019,1120,1268
2019,1120,1257
2019,1120,1433
2019,1120,1416
2019,1120,1278
2019,1120,1125
2019,1120,1396
2019,1120,1251
2019,1120,1387
2019,1120,1463
2019,1120,1133
2019,1120,1295
2019,1120,1300
2019,1120,1211
2019,1120,1276
2019,1120,1403
2019,1120,1199
2019,1120,1266
2019,1120,1138
2019,1120,1305
2019,1120,1393
2019,1120,1124
2019,1120,1196
2019,1120,1385
2019,1120,1293
2019,1120,1436
2019,1120,1297
2019,1120,1285
2019,1120,1192
2019,1120,1341
2019,1120,1314
2019,1120,1246
2019,1120,1222
2019,1120,1242
2019,1120,1235
2019,1120,1459
2019,1120,1429
2019,1120,1449
2019,1120,1371
2019,1120,1326
2019,1120,1308
2019,1120,1318
2019,1120,1209
2019,1120,1233
2019,1120,1438
2019,1120,1397
2019,1120,1345
2019,1120,1243
2019,1120,1458
2019,1120,1437
2019,1120,1153
2019,1120,1279
2019,1120,1328
2019,1120,1234
2019,1120,1388
2019,1120,1332
2019,1120,1414
2019,1120,1330
2019,1120,1159
2019,1120,1205
2019,1235,1277
2019,1235,1261
2019,1235,1439
2019,1235,1280
2019,1235,1268
2019,1235,1257
2019,1235,1433
2019,1235,1416
2019,1235,1278
2019,1235,1396
2019,1235,1251
2019,1235,1387
2019,1235,1463
2019,1235,1295
2019,1235,1300
2019,1235,1276
2019,1235,1403
2019,1235,1266
2019,1235,1305
2019,1235,1393
2019,1235,1385
2019,1235,1293
2019,1235,1436
2019,1235,1297
2019,1235,1285
2019,1235,1341
2019,1235,1314
2019,1235,1246
2019,1235,1242
2019,1235,1459
2019,1235,1429
2019,1235,1449
2019,1235,1371
2019,1235,1326
2019,1235,1308
2019,1235,1318
2019,1235,1438
2019,1235,1397
2019,1235,1345
2019,1235,1243
2019,1235,1458
2019,1235,1437
2019,1235,1279
2019,1235,1328
2019,1235,1388
2019,1235,1332
2019,1235,1414
2019,1235,1330
2019,1459,1463
