Season,ATeamID,BTeamID,ASeed,ATeamName,BSeed,BTeamName
2021,1199,1458,4,Florida St,9,Wisconsin
2021,1199,1439,4,Florida St,10,Virginia Tech
2021,1199,1429,4,Florida St,11,Utah St
2021,1199,1457,4,Florida St,12,Winthrop
2021,1199,1317,4,Florida St,13,North Texas
2021,1199,1331,4,Florida St,15,Oral Roberts
2021,1199,1216,4,Florida St,16,Hartford
2021,1160,1276,5,Colorado,1,Michigan
2021,1160,1400,5,Colorado,3,Texas
2021,1160,1199,5,Colorado,4,Florida St
2021,1160,1163,5,Colorado,7,Connecticut
2021,1160,1261,5,Colorado,8,LSU
2021,1160,1382,5,Colorado,9,St Bonaventure
2021,1160,1268,5,Colorado,10,Maryland
2021,1160,1277,5,Colorado,11,Michigan St
2021,1160,1417,5,Colorado,11,UCLA
2021,1160,1207,5,Colorado,12,Georgetown
2021,1160,1422,5,Colorado,13,UNC Greensboro
2021,1160,1233,5,Colorado,15,Iona
2021,1160,1291,5,Colorado,16,Mt St Mary's
2021,1160,1411,5,Colorado,16,TX Southern
2021,1160,1211,5,Colorado,1,Gonzaga
2021,1160,1234,5,Colorado,2,Iowa
2021,1160,1242,5,Colorado,3,Kansas
2021,1160,1438,5,Colorado,4,Virginia
2021,1160,1166,5,Colorado,5,Creighton
2021,1160,1425,5,Colorado,6,USC
2021,1160,1332,5,Colorado,7,Oregon
2021,1160,1328,5,Colorado,8,Oklahoma
2021,1160,1281,5,Colorado,9,Missouri
2021,1160,1433,5,Colorado,10,VCU
2021,1160,1179,5,Colorado,11,Drake
2021,1160,1455,5,Colorado,11,Wichita St
2021,1160,1364,5,Colorado,12,UC Santa Barbara
2021,1160,1325,5,Colorado,13,Ohio
2021,1160,1186,5,Colorado,14,E Washington
2021,1160,1213,5,Colorado,15,Grand Canyon
2021,1160,1313,5,Colorado,16,Norfolk St
2021,1160,1228,5,Colorado,1,Illinois
2021,1160,1222,5,Colorado,2,Houston
2021,1160,1452,5,Colorado,3,West Virginia
2021,1160,1329,5,Colorado,4,Oklahoma St
2021,1160,1397,5,Colorado,5,Tennessee
2021,1160,1361,5,Colorado,6,San Diego St
2021,1160,1260,5,Colorado,8,Loyola-Chicago
2021,1160,1210,5,Colorado,9,Georgia Tech
2021,1160,1353,5,Colorado,10,Rutgers
2021,1160,1393,5,Colorado,11,Syracuse
2021,1160,1333,5,Colorado,12,Oregon St
2021,1160,1251,5,Colorado,13,Liberty
2021,1160,1287,5,Colorado,14,Morehead St
2021,1160,1180,5,Colorado,16,Drexel
2021,1160,1326,5,Colorado,2,Ohio St
2021,1160,1345,5,Colorado,4,Purdue
2021,1160,1437,5,Colorado,5,Villanova
2021,1160,1403,5,Colorado,6,Texas Tech
2021,1160,1196,5,Colorado,7,Florida
2021,1160,1314,5,Colorado,8,North Carolina
2021,1160,1458,5,Colorado,9,Wisconsin
2021,1160,1439,5,Colorado,10,Virginia Tech
2021,1160,1429,5,Colorado,11,Utah St
2021,1160,1457,5,Colorado,12,Winthrop
2021,1160,1317,5,Colorado,13,North Texas
2021,1160,1331,5,Colorado,15,Oral Roberts
2021,1160,1216,5,Colorado,16,Hartford
2021,1140,1276,6,BYU,1,Michigan
2021,1140,1400,6,BYU,3,Texas
2021,1140,1199,6,BYU,4,Florida St
2021,1140,1160,6,BYU,5,Colorado
2021,1140,1163,6,BYU,7,Connecticut
2021,1140,1261,6,BYU,8,LSU
2021,1140,1382,6,BYU,9,St Bonaventure
2021,1140,1268,6,BYU,10,Maryland
2021,1140,1277,6,BYU,11,Michigan St
2021,1140,1417,6,BYU,11,UCLA
2021,1140,1207,6,BYU,12,Georgetown
2021,1140,1422,6,BYU,13,UNC Greensboro
2021,1140,1233,6,BYU,15,Iona
2021,1140,1291,6,BYU,16,Mt St Mary's
2021,1140,1411,6,BYU,16,TX Southern
2021,1140,1211,6,BYU,1,Gonzaga
2021,1140,1234,6,BYU,2,Iowa
2021,1140,1242,6,BYU,3,Kansas
2021,1140,1438,6,BYU,4,Virginia
2021,1140,1166,6,BYU,5,Creighton
2021,1140,1425,6,BYU,6,USC
2021,1140,1332,6,BYU,7,Oregon
2021,1140,1328,6,BYU,8,Oklahoma
2021,1140,1281,6,BYU,9,Missouri
2021,1140,1433,6,BYU,10,VCU
2021,1140,1179,6,BYU,11,Drake
2021,1140,1455,6,BYU,11,Wichita St
2021,1140,1364,6,BYU,12,UC Santa Barbara
2021,1140,1325,6,BYU,13,Ohio
2021,1140,1186,6,BYU,14,E Washington
2021,1140,1213,6,BYU,15,Grand Canyon
2021,1140,1313,6,BYU,16,Norfolk St
2021,1140,1228,6,BYU,1,Illinois
2021,1140,1222,6,BYU,2,Houston
2021,1140,1452,6,BYU,3,West Virginia
2021,1140,1329,6,BYU,4,Oklahoma St
2021,1140,1397,6,BYU,5,Tennessee
2021,1140,1361,6,BYU,6,San Diego St
2021,1140,1155,6,BYU,7,Clemson
2021,1140,1260,6,BYU,8,Loyola-Chicago
2021,1140,1210,6,BYU,9,Georgia Tech
2021,1140,1353,6,BYU,10,Rutgers
2021,1140,1393,6,BYU,11,Syracuse
2021,1140,1333,6,BYU,12,Oregon St
2021,1140,1251,6,BYU,13,Liberty
2021,1140,1287,6,BYU,14,Morehead St
2021,1140,1156,6,BYU,15,Cleveland St
2021,1140,1180,6,BYU,16,Drexel
2021,1140,1326,6,BYU,2,Ohio St
2021,1140,1345,6,BYU,4,Purdue
2021,1140,1437,6,BYU,5,Villanova
2021,1140,1403,6,BYU,6,Texas Tech
2021,1140,1196,6,BYU,7,Florida
2021,1140,1314,6,BYU,8,North Carolina
2021,1140,1458,6,BYU,9,Wisconsin
2021,1140,1439,6,BYU,10,Virginia Tech
2021,1140,1429,6,BYU,11,Utah St
2021,1140,1457,6,BYU,12,Winthrop
2021,1140,1317,6,BYU,13,North Texas
2021,1140,1159,6,BYU,14,Colgate
2021,1140,1331,6,BYU,15,Oral Roberts
2021,1140,1216,6,BYU,16,Hartford
2021,1163,1276,7,Connecticut,1,Michigan
2021,1163,1400,7,Connecticut,3,Texas
2021,1163,1199,7,Connecticut,4,Florida St
2021,1163,1261,7,Connecticut,8,LSU
2021,1163,1382,7,Connecticut,9,St Bonaventure
2021,1163,1268,7,Connecticut,10,Maryland
2021,1163,1277,7,Connecticut,11,Michigan St
2021,1163,1417,7,Connecticut,11,UCLA
2021,1163,1207,7,Connecticut,12,Georgetown
2021,1163,1422,7,Connecticut,13,UNC Greensboro
2021,1163,1233,7,Connecticut,15,Iona
2021,1163,1291,7,Connecticut,16,Mt St Mary's
2021,1163,1411,7,Connecticut,16,TX Southern
2021,1163,1211,7,Connecticut,1,Gonzaga
2021,1163,1234,7,Connecticut,2,Iowa
2021,1163,1242,7,Connecticut,3,Kansas
2021,1163,1438,7,Connecticut,4,Virginia
2021,1163,1166,7,Connecticut,5,Creighton
2021,1163,1425,7,Connecticut,6,USC
2021,1163,1332,7,Connecticut,7,Oregon
2021,1163,1328,7,Connecticut,8,Oklahoma
2021,1163,1281,7,Connecticut,9,Missouri
2021,1163,1433,7,Connecticut,10,VCU
2021,1163,1179,7,Connecticut,11,Drake
2021,1163,1455,7,Connecticut,11,Wichita St
2021,1163,1364,7,Connecticut,12,UC Santa Barbara
2021,1163,1325,7,Connecticut,13,Ohio
2021,1163,1186,7,Connecticut,14,E Washington
2021,1163,1213,7,Connecticut,15,Grand Canyon
2021,1163,1313,7,Connecticut,16,Norfolk St
2021,1163,1228,7,Connecticut,1,Illinois
2021,1163,1222,7,Connecticut,2,Houston
2021,1163,1452,7,Connecticut,3,West Virginia
2021,1163,1329,7,Connecticut,4,Oklahoma St
2021,1163,1397,7,Connecticut,5,Tennessee
2021,1163,1361,7,Connecticut,6,San Diego St
2021,1163,1260,7,Connecticut,8,Loyola-Chicago
2021,1163,1210,7,Connecticut,9,Georgia Tech
2021,1163,1353,7,Connecticut,10,Rutgers
2021,1163,1393,7,Connecticut,11,Syracuse
2021,1163,1333,7,Connecticut,12,Oregon St
2021,1163,1251,7,Connecticut,13,Liberty
2021,1163,1287,7,Connecticut,14,Morehead St
2021,1163,1180,7,Connecticut,16,Drexel
2021,1163,1326,7,Connecticut,2,Ohio St
2021,1163,1345,7,Connecticut,4,Purdue
2021,1163,1437,7,Connecticut,5,Villanova
2021,1163,1403,7,Connecticut,6,Texas Tech
2021,1163,1196,7,Connecticut,7,Florida
2021,1163,1314,7,Connecticut,8,North Carolina
2021,1163,1458,7,Connecticut,9,Wisconsin
2021,1163,1439,7,Connecticut,10,Virginia Tech
2021,1163,1429,7,Connecticut,11,Utah St
2021,1163,1457,7,Connecticut,12,Winthrop
2021,1163,1317,7,Connecticut,13,North Texas
2021,1163,1331,7,Connecticut,15,Oral Roberts
2021,1163,1216,7,Connecticut,16,Hartford
2021,1261,1276,8,LSU,1,Michigan
2021,1261,1400,8,LSU,3,Texas
2021,1261,1382,8,LSU,9,St Bonaventure
2021,1261,1268,8,LSU,10,Maryland
2021,1261,1277,8,LSU,11,Michigan St
2021,1261,1417,8,LSU,11,UCLA
2021,1261,1422,8,LSU,13,UNC Greensboro
2021,1261,1291,8,LSU,16,Mt St Mary's
2021,1261,1411,8,LSU,16,TX Southern
2021,1261,1438,8,LSU,4,Virginia
2021,1261,1425,8,LSU,6,USC
2021,1261,1332,8,LSU,7,Oregon
2021,1261,1328,8,LSU,8,Oklahoma
2021,1261,1281,8,LSU,9,Missouri
2021,1261,1433,8,LSU,10,VCU
2021,1261,1455,8,LSU,11,Wichita St
2021,1261,1364,8,LSU,12,UC Santa Barbara
2021,1261,1325,8,LSU,13,Ohio
2021,1261,1313,8,LSU,16,Norfolk St
2021,1261,1452,8,LSU,3,West Virginia
2021,1261,1329,8,LSU,4,Oklahoma St
2021,1261,1397,8,LSU,5,Tennessee
2021,1261,1361,8,LSU,6,San Diego St
2021,1261,1353,8,LSU,10,Rutgers
2021,1261,1393,8,LSU,11,Syracuse
2021,1261,1333,8,LSU,12,Oregon St
2021,1261,1287,8,LSU,14,Morehead St
2021,1261,1326,8,LSU,2,Ohio St
2021,1261,1345,8,LSU,4,Purdue
2021,1261,1437,8,LSU,5,Villanova
2021,1261,1403,8,LSU,6,Texas Tech
2021,1261,1314,8,LSU,8,North Carolina
2021,1261,1458,8,LSU,9,Wisconsin
2021,1261,1439,8,LSU,10,Virginia Tech
2021,1261,1429,8,LSU,11,Utah St
2021,1261,1457,8,LSU,12,Winthrop
2021,1261,1317,8,LSU,13,North Texas
2021,1261,1331,8,LSU,15,Oral Roberts
2021,1382,1400,9,St Bonaventure,3,Texas
2021,1382,1417,9,St Bonaventure,11,UCLA
2021,1382,1422,9,St Bonaventure,13,UNC Greensboro
2021,1382,1411,9,St Bonaventure,16,TX Southern
2021,1382,1438,9,St Bonaventure,4,Virginia
2021,1382,1425,9,St Bonaventure,6,USC
2021,1382,1433,9,St Bonaventure,10,VCU
2021,1382,1455,9,St Bonaventure,11,Wichita St
2021,1382,1452,9,St Bonaventure,3,West Virginia
2021,1382,1397,9,St Bonaventure,5,Tennessee
2021,1382,1393,9,St Bonaventure,11,Syracuse
2021,1382,1437,9,St Bonaventure,5,Villanova
2021,1382,1403,9,St Bonaventure,6,Texas Tech
2021,1382,1458,9,St Bonaventure,9,Wisconsin
2021,1382,1439,9,St Bonaventure,10,Virginia Tech
2021,1382,1429,9,St Bonaventure,11,Utah St
2021,1382,1457,9,St Bonaventure,12,Winthrop
2021,1268,1276,10,Maryland,1,Michigan
2021,1268,1400,10,Maryland,3,Texas
2021,1268,1382,10,Maryland,9,St Bonaventure
2021,1268,1277,10,Maryland,11,Michigan St
2021,1268,1417,10,Maryland,11,UCLA
2021,1268,1422,10,Maryland,13,UNC Greensboro
2021,1268,1291,10,Maryland,16,Mt St Mary's
2021,1268,1411,10,Maryland,16,TX Southern
2021,1268,1438,10,Maryland,4,Virginia
2021,1268,1425,10,Maryland,6,USC
2021,1268,1332,10,Maryland,7,Oregon
2021,1268,1328,10,Maryland,8,Oklahoma
2021,1268,1281,10,Maryland,9,Missouri
2021,1268,1433,10,Maryland,10,VCU
2021,1268,1455,10,Maryland,11,Wichita St
2021,1268,1364,10,Maryland,12,UC Santa Barbara
2021,1268,1325,10,Maryland,13,Ohio
2021,1268,1313,10,Maryland,16,Norfolk St
2021,1268,1452,10,Maryland,3,West Virginia
2021,1268,1329,10,Maryland,4,Oklahoma St
2021,1268,1397,10,Maryland,5,Tennessee
2021,1268,1361,10,Maryland,6,San Diego St
2021,1268,1353,10,Maryland,10,Rutgers
2021,1268,1393,10,Maryland,11,Syracuse
2021,1268,1333,10,Maryland,12,Oregon St
2021,1268,1287,10,Maryland,14,Morehead St
2021,1268,1326,10,Maryland,2,Ohio St
2021,1268,1345,10,Maryland,4,Purdue
2021,1268,1437,10,Maryland,5,Villanova
2021,1268,1403,10,Maryland,6,Texas Tech
2021,1268,1314,10,Maryland,8,North Carolina
2021,1268,1458,10,Maryland,9,Wisconsin
2021,1268,1439,10,Maryland,10,Virginia Tech
2021,1268,1429,10,Maryland,11,Utah St
2021,1268,1457,10,Maryland,12,Winthrop
2021,1268,1317,10,Maryland,13,North Texas
2021,1268,1331,10,Maryland,15,Oral Roberts
2021,1277,1400,11,Michigan St,3,Texas
2021,1277,1382,11,Michigan St,9,St Bonaventure
2021,1277,1417,11,Michigan St,11,UCLA
2021,1277,1422,11,Michigan St,13,UNC Greensboro
2021,1277,1291,11,Michigan St,16,Mt St Mary's
2021,1277,1411,11,Michigan St,16,TX Southern
2021,1277,1438,11,Michigan St,4,Virginia
2021,1277,1425,11,Michigan St,6,USC
2021,1277,1332,11,Michigan St,7,Oregon
2021,1277,1328,11,Michigan St,8,Oklahoma
2021,1277,1281,11,Michigan St,9,Missouri
2021,1277,1433,11,Michigan St,10,VCU
2021,1277,1455,11,Michigan St,11,Wichita St
2021,1277,1364,11,Michigan St,12,UC Santa Barbara
2021,1277,1325,11,Michigan St,13,Ohio
2021,1277,1313,11,Michigan St,16,Norfolk St
2021,1277,1452,11,Michigan St,3,West Virginia
2021,1277,1329,11,Michigan St,4,Oklahoma St
2021,1277,1397,11,Michigan St,5,Tennessee
2021,1277,1361,11,Michigan St,6,San Diego St
2021,1277,1353,11,Michigan St,10,Rutgers
2021,1277,1393,11,Michigan St,11,Syracuse
2021,1277,1333,11,Michigan St,12,Oregon St
2021,1277,1287,11,Michigan St,14,Morehead St
2021,1277,1326,11,Michigan St,2,Ohio St
2021,1277,1345,11,Michigan St,4,Purdue
2021,1277,1437,11,Michigan St,5,Villanova
2021,1277,1403,11,Michigan St,6,Texas Tech
2021,1277,1314,11,Michigan St,8,North Carolina
2021,1277,1458,11,Michigan St,9,Wisconsin
2021,1277,1439,11,Michigan St,10,Virginia Tech
2021,1277,1429,11,Michigan St,11,Utah St
2021,1277,1457,11,Michigan St,12,Winthrop
2021,1277,1317,11,Michigan St,13,North Texas
2021,1277,1331,11,Michigan St,15,Oral Roberts
2021,1417,1422,11,UCLA,13,UNC Greensboro
2021,1417,1438,11,UCLA,4,Virginia
2021,1417,1425,11,UCLA,6,USC
2021,1417,1433,11,UCLA,10,VCU
2021,1417,1455,11,UCLA,11,Wichita St
2021,1417,1452,11,UCLA,3,West Virginia
2021,1417,1437,11,UCLA,5,Villanova
2021,1417,1458,11,UCLA,9,Wisconsin
2021,1417,1439,11,UCLA,10,Virginia Tech
2021,1417,1429,11,UCLA,11,Utah St
2021,1417,1457,11,UCLA,12,Winthrop
2021,1207,1276,12,Georgetown,1,Michigan
2021,1207,1400,12,Georgetown,3,Texas
2021,1207,1261,12,Georgetown,8,LSU
2021,1207,1382,12,Georgetown,9,St Bonaventure
2021,1207,1268,12,Georgetown,10,Maryland
2021,1207,1277,12,Georgetown,11,Michigan St
2021,1207,1417,12,Georgetown,11,UCLA
2021,1207,1422,12,Georgetown,13,UNC Greensboro
2021,1207,1233,12,Georgetown,15,Iona
2021,1207,1291,12,Georgetown,16,Mt St Mary's
2021,1207,1411,12,Georgetown,16,TX Southern
2021,1207,1211,12,Georgetown,1,Gonzaga
2021,1207,1234,12,Georgetown,2,Iowa
2021,1207,1242,12,Georgetown,3,Kansas
2021,1207,1438,12,Georgetown,4,Virginia
2021,1207,1425,12,Georgetown,6,USC
2021,1207,1332,12,Georgetown,7,Oregon
2021,1207,1328,12,Georgetown,8,Oklahoma
2021,1207,1281,12,Georgetown,9,Missouri
2021,1207,1433,12,Georgetown,10,VCU
2021,1207,1455,12,Georgetown,11,Wichita St
2021,1207,1364,12,Georgetown,12,UC Santa Barbara
2021,1207,1325,12,Georgetown,13,Ohio
2021,1207,1213,12,Georgetown,15,Grand Canyon
2021,1207,1313,12,Georgetown,16,Norfolk St
2021,1207,1228,12,Georgetown,1,Illinois
2021,1207,1222,12,Georgetown,2,Houston
2021,1207,1452,12,Georgetown,3,West Virginia
2021,1207,1329,12,Georgetown,4,Oklahoma St
2021,1207,1397,12,Georgetown,5,Tennessee
2021,1207,1361,12,Georgetown,6,San Diego St
2021,1207,1260,12,Georgetown,8,Loyola-Chicago
2021,1207,1210,12,Georgetown,9,Georgia Tech
2021,1207,1353,12,Georgetown,10,Rutgers
2021,1207,1393,12,Georgetown,11,Syracuse
2021,1207,1333,12,Georgetown,12,Oregon St
2021,1207,1251,12,Georgetown,13,Liberty
2021,1207,1287,12,Georgetown,14,Morehead St
2021,1207,1326,12,Georgetown,2,Ohio St
2021,1207,1345,12,Georgetown,4,Purdue
2021,1207,1437,12,Georgetown,5,Villanova
2021,1207,1403,12,Georgetown,6,Texas Tech
2021,1207,1314,12,Georgetown,8,North Carolina
2021,1207,1458,12,Georgetown,9,Wisconsin
2021,1207,1439,12,Georgetown,10,Virginia Tech
2021,1207,1429,12,Georgetown,11,Utah St
2021,1207,1457,12,Georgetown,12,Winthrop
2021,1207,1317,12,Georgetown,13,North Texas
2021,1207,1331,12,Georgetown,15,Oral Roberts
2021,1207,1216,12,Georgetown,16,Hartford
2021,1422,1438,13,UNC Greensboro,4,Virginia
2021,1422,1425,13,UNC Greensboro,6,USC
2021,1422,1433,13,UNC Greensboro,10,VCU
2021,1422,1455,13,UNC Greensboro,11,Wichita St
2021,1422,1452,13,UNC Greensboro,3,West Virginia
2021,1422,1437,13,UNC Greensboro,5,Villanova
2021,1422,1458,13,UNC Greensboro,9,Wisconsin
2021,1422,1439,13,UNC Greensboro,10,Virginia Tech
2021,1422,1429,13,UNC Greensboro,11,Utah St
2021,1422,1457,13,UNC Greensboro,12,Winthrop
2021,1101,1276,14,Abilene Chr,1,Michigan
2021,1101,1104,14,Abilene Chr,2,Alabama
2021,1101,1400,14,Abilene Chr,3,Texas
2021,1101,1199,14,Abilene Chr,4,Florida St
2021,1101,1160,14,Abilene Chr,5,Colorado
2021,1101,1140,14,Abilene Chr,6,BYU
2021,1101,1163,14,Abilene Chr,7,Connecticut
2021,1101,1261,14,Abilene Chr,8,LSU
2021,1101,1382,14,Abilene Chr,9,St Bonaventure
2021,1101,1268,14,Abilene Chr,10,Maryland
2021,1101,1277,14,Abilene Chr,11,Michigan St
2021,1101,1417,14,Abilene Chr,11,UCLA
2021,1101,1207,14,Abilene Chr,12,Georgetown
2021,1101,1422,14,Abilene Chr,13,UNC Greensboro
2021,1101,1233,14,Abilene Chr,15,Iona
2021,1101,1291,14,Abilene Chr,16,Mt St Mary's
2021,1101,1411,14,Abilene Chr,16,TX Southern
2021,1101,1211,14,Abilene Chr,1,Gonzaga
2021,1101,1234,14,Abilene Chr,2,Iowa
2021,1101,1242,14,Abilene Chr,3,Kansas
2021,1101,1438,14,Abilene Chr,4,Virginia
2021,1101,1166,14,Abilene Chr,5,Creighton
2021,1101,1425,14,Abilene Chr,6,USC
2021,1101,1332,14,Abilene Chr,7,Oregon
2021,1101,1328,14,Abilene Chr,8,Oklahoma
2021,1101,1281,14,Abilene Chr,9,Missouri
2021,1101,1433,14,Abilene Chr,10,VCU
2021,1101,1179,14,Abilene Chr,11,Drake
2021,1101,1455,14,Abilene Chr,11,Wichita St
2021,1101,1364,14,Abilene Chr,12,UC Santa Barbara
